subject,comment,contributor,Date
Technology improvement of car industry [Jack&Jackie],"Please skip ""All"" and go into its categories For those...",chengli,9/29/2007 0:00
TEDx SP,Dona Adozinda.,Fernanda B. Viegas,11/20/2009 0:00
TEDx SP,Francisca Cavalcanti.,Fernanda B. Viegas,11/20/2009 0:00
TEDx SP,Samara Werner.,Fernanda B. Viegas,11/20/2009 0:00
TEDx SP,Danilo Mendes.,Fernanda B. Viegas,11/20/2009 0:00
TEDx SP,João Paulo.,Fernanda B. Viegas,11/20/2009 0:00
TEDx SP,Ronaldo Lemos.,Fernanda B. Viegas,11/20/2009 0:00
TEDx SP,Maria Alice Setubal.,Fernanda B. Viegas,11/20/2009 0:00
TEDx SP,Regina Case',Fernanda B. Viegas,11/20/2009 0:00
TEDx SP,Roberta Faria.,Fernanda B. Viegas,11/20/2009 0:00
TEDx SP,Casey Caplowe,Fernanda B. Viegas,11/20/2009 0:00
TEDx SP,Osvaldo Stella.,Fernanda B. Viegas,12/1/2009 0:00
Teen chat room use by gender and IM,"With this visualization, I wanted to show that, for those who...",Klaudia,3/23/2008 0:00
Teen chat room use by gender and IM,"Here's another, very interesting one, between those who use IM and...",Klaudia,3/23/2008 0:00
Teen chat room use by gender and IM,"Reverse relationship, between those who use social networking sites and IM...",Klaudia,3/24/2008 0:00
Teen Internet Use,ewww ugly,,11/18/2009 0:00
Teen Internet Uses by State (Buying online vs. Social Networking),This chart shows that teens in different areas of the USA...,Bernie.Hogan,3/2/2008 0:00
Teen Use of IM and Telephone by Gender,This visualization is intended to compare use of traditional communication media...,Maya,3/20/2008 0:00
Teenagers Using Different Methods of Communication,I was interested in seeing how use of different modes of...,Vic R,3/22/2008 0:00
Teenagers Using Different Methods of Communication,"You can also see that ages 12, 13, and 14 year...",natsal,3/22/2008 0:00
Teenagers Using Different Methods of Communication,"The graph shows that teenagers stay mostly outdoors, however i think...",,5/5/2009 0:00
Teens' communication by sex,It seems that this visualization supports the popular finding that teen...,Manuel,3/21/2008 0:00
Teens killed and injured in Santa Fe County from alcohol-related crashes,Scary...the graph should have counts from 1 to 10 and then...,,6/29/2009 0:00
Teens killed and injured in Santa Fe County from alcohol-related crashes,To the anonymous commenter--you can click on the labels on the...,Martin Wattenberg,6/29/2009 0:00
temperatures monthly Oxford 1853-2007,Thanks boisvert - much improved!! - my chart was pretty useless!!...,steviem_oxford,12/21/2008 0:00
temperatures monthly Oxford 1853-2007,I was surprised at the visibility of the climate change in...,boisvert,12/21/2008 0:00
Temporary Workers in S.F. County by Department,Your graph has very pleasing colors.,,7/31/2008 0:00
terms in one article from one newspaper,It's too bad that two word terms get pretty much totally...,jny2cornell,3/11/2007 0:00
terms in one article from one newspaper,It doesn't seem like it would be terribly hard to look...,jny2cornell,3/11/2007 0:00
Test,测试,Glif,1/25/2007 0:00
Test,再测试,Glif,1/25/2007 0:00
test,"I think you need 3 vars to do one of these,...",OJCIT,3/27/2007 0:00
test,密集している部分を拡大,tonextone,3/30/2007 0:00
Test,With layout,Frank van Ham,7/19/2007 0:00
Test,test,shreya,7/23/2007 0:00
Test,test,shreya,7/23/2007 0:00
TEST,"Wow, this might be the funniest visualization yet. I cracked up...",Martin Wattenberg,7/30/2007 0:00
TEST,This is awesome.,Lee Byron,7/31/2007 0:00
TEST,Bars are cool too,Lee Byron,7/31/2007 0:00
test,test comments,mbonny,1/3/2008 0:00
test,test,Bernice,1/22/2008 0:00
test,test,Students,2/16/2008 0:00
test,What about podcasts? (note: this is just a test),Bernie.Hogan,3/17/2008 0:00
test,Bu grafik CozumVar Lider Egilimleri Anketinin sinirli verisi ile olusturulmustur. Tum...,lawfineng,3/9/2009 0:00
test,look at this,Irene Ros,10/26/2009 0:00
test,test,Irene Ros,10/27/2009 0:00
Test,rrrr,,12/26/2009 0:00
Test - Equities - Volatility,"(This is a placeholder, does not currently show actual distribution per...",Nicola Avery,1/19/2009 0:00
Test 3,Test,Olgierd,10/15/2007 0:00
Test bar chart,Added color to bar chart - testing,,3/8/2010 0:00
Test d,Bernice again,Bernice,3/13/2008 0:00
Test d,Mercan Topkara: I just thought that if I knew these people...,,3/13/2008 0:00
Test d,comment,,3/14/2008 0:00
Test d,"First: minimize cumulative link length, while maintaining a minimum length per...",,3/14/2008 0:00
Test d,2 clusters connected with only 3 connections,,3/17/2008 0:00
Test d,I organization of this visualization based on increasing the white space...,,3/17/2008 0:00
Test d,I'm simply trying to simplify crossovers and have as few overlapping...,,3/17/2008 0:00
Test d,Having the graph as planar as possible seems helpful. Allowing a...,,3/18/2008 0:00
Test d,I tried to make as few lines cross as possible. I...,TJP,3/18/2008 0:00
Test d,as compact as I could get it,LogosSeeker,3/18/2008 0:00
Test d,I like it. It has nice shape and relations makes sense....,Sergio Poblete,3/18/2008 0:00
Test d,Nodes with more links should probably be moved first. One factor...,,3/20/2008 0:00
Test d,ugh,,3/20/2008 0:00
Test d,two groups with few ties,,3/21/2008 0:00
Test d,"In trying to minimize crossing, I usually try to get the...",Belarius,3/25/2008 0:00
Test d,I rearragned to make sure that there were fewer crossed relationships....,diazr,3/25/2008 0:00
Test d,cool,,3/28/2008 0:00
Test d,I guess that the way I did it was to drag...,,3/31/2008 0:00
Test e,This is Bernice.,Bernice,3/13/2008 0:00
Test e,jamie,,3/13/2008 0:00
Test e,Mercan Topkara: It was very easy to see the clusters in...,,3/13/2008 0:00
Test e,"One wants to make the Ryan/Nicole-bridge apparent. Further, you want to...",,3/16/2008 0:00
Test e,"I tried to get the more connected people toward the center,...",JoeMurphy,3/17/2008 0:00
Test e,Done,,3/18/2008 0:00
Test e,To me Chrisine and Chad look like leaders or influencers (let...,,3/19/2008 0:00
Test e,I arranged them all by mystical resonance,,3/19/2008 0:00
Test e,This was hard... Everyone is connected to everyone in a second...,,3/20/2008 0:00
Test e,Did this very quickly. Only made some minor adjustments. Like with...,TJP,3/20/2008 0:00
Test e,"the best visualization entails no crossings, I have only one.",,3/21/2008 0:00
Test e,I'm not a fan of crossed lines where they can be...,Belarius,3/25/2008 0:00
Test e,bridge between steven and mary seems only really important feature,,3/31/2008 0:00
Test Graph,Circle Pub2 selected with its connections,teresa12,5/15/2009 0:00
Test Graph,A contact selected with its connected circles.,teresa12,5/15/2009 0:00
Test of Many Eyes with Death Penalty data. Category 1= Abolitionist for all crimes; 2= Abolitionist for ordinary crimes only; 3= Abolitionist in practice; 4= Retentionist,"Legend insufficient, need to be able to class by category, with...",DB8,2/16/2007 0:00
Test of Many Eyes with Death Penalty data. Category 1= Abolitionist for all crimes; 2= Abolitionist for ordinary crimes only; 3= Abolitionist in practice; 4= Retentionist,"Declan, I agree, this would be a useful addition. Right...",dcjohn,2/16/2007 0:00
Test Pie Chart,Look at this one!,Harry Bovik,1/24/2007 0:00
Test t,For me social networks could be utilized from any perspective. In...,,3/12/2008 0:00
Test t,Bernice,Bernice,3/13/2008 0:00
Test t,I like this,,3/13/2008 0:00
Test t,done,,3/17/2008 0:00
Test t,I try to make points clouds based on proximity between each...,Sergio Poblete,3/18/2008 0:00
Test t,a,ds,3/19/2008 0:00
Test t,BFF...,,3/20/2008 0:00
Test t,I used the same approach here as I used on test...,TJP,3/20/2008 0:00
Test t,"Here, as in others, minimizing crossing lines is always my priority,...",Belarius,3/25/2008 0:00
Test t,This layout trys to highlight the bridging nodes.,,3/28/2008 0:00
Test t,:/,,3/30/2008 0:00
Test v,Bernice again,Bernice,3/13/2008 0:00
Test v,i like names,,3/13/2008 0:00
Test v,Mercan Topkara,,3/13/2008 0:00
Test v,"Mercan Topkara: This was a very connected graph, hard to see...",,3/13/2008 0:00
Test v,Generations from steven,,3/17/2008 0:00
Test v,"OK, OK, I've got a somewhat rectilinear bent, so sue me...",,3/17/2008 0:00
Test v,A Linear Approach,LogosSeeker,3/18/2008 0:00
Test v,I try to put on one side the target points and...,Sergio Poblete,3/18/2008 0:00
Test v,Clustering difficult to see at first. Many nodes with rather large...,,3/20/2008 0:00
Test v,ugh,,3/20/2008 0:00
Test v,done,,3/21/2008 0:00
Test v,"This is Pierre, I just posted a graph with one crossing....",antonin,3/21/2008 0:00
Test v,There are three basic patterns that appealed to me: 1)...,Ononamous,3/25/2008 0:00
Test v,"Of the tests, I like how this one turned out the...",Belarius,3/25/2008 0:00
Test v,looks optimal to me.,shawnday,3/28/2008 0:00
Test v,We should introduce Christopher to Kimberley,,3/30/2008 0:00
Test v,"Andrew passes a cordial, ""Hi."" to Erin.",,3/30/2008 0:00
Test v,Eric - the social butterfly,,3/30/2008 0:00
Test v,ok,,3/31/2008 0:00
Test v,"I started putting more connected nodes on the center, trying to...",,4/1/2008 0:00
test wikipedia network without urls,test comment (to see how the snapshot is exported),er,3/3/2007 0:00
test wikipedia network without urls,also test,,3/4/2007 0:00
"Test: usage of ""gay"" in federal appeals",Leading up to Lawrence v. Texas?,,4/29/2008 0:00
"Test: usage of ""gay"" in federal appeals",Is there any way to pick up a data image and...,bill.lawless,9/3/2008 0:00
test4,i love it. great dimensions,,9/19/2009 0:00
test999 display,how do I fix the default domain?,scottvanduyne,6/6/2009 0:00
Testing Phrase Net patterns,nice one,Kajol,9/22/2009 0:00
Testing the Scatterplot,testing the scatterplot,Anonymous,1/24/2007 0:00
Testing the Scatterplot,testing the scatterplot,Anonymous,1/24/2007 0:00
testMatrix,Is this all one spreadsheet? How do you include multiple...,58c5de1a-ad2f-11dd-84b8-000255111976,9/9/2008 0:00
testMatrix,this is what the data looked like: with header column at...,jhullman,9/16/2008 0:00
TestVisual Tags98,Very Interesting....,laurita,9/17/2009 0:00
TestVisual Tags98,test for bookmark,Masters,9/25/2009 0:00
tesuto matrice OECD data,version 1,Volhorked,7/9/2009 0:00
Tesuto network,Province distribued,Volhorked,7/6/2009 0:00
Tesuto network2,If we want to see by province,Volhorked,7/6/2009 0:00
Tesuto network2,If we want to see by province,Volhorked,7/6/2009 0:00
Texas - the lone star state with the highest CO2 emissions,Texas leads the nation in almost all sectors for CO2 emissions...,C.L. Teo,9/2/2009 0:00
Texas ARRA/Recovery Act Impact,"Total impact: $38 billion, about 40% of it through tax cuts...",delaustin,7/30/2009 0:00
Texas may face the heat!,"This map shows the statewise emission of CO2, and there seems...",Vasudhara,2/12/2009 0:00
Texas Tech Tuition/Fees by Year,Those are pretty big jumps. What happened here?,Frank van Ham,2/9/2007 0:00
Texas Tech Tuition/Fees by Year,u gay,,11/16/2009 0:00
Text Block Inclusions in Surveyed Items,test,Irene Ros,5/4/2009 0:00
TFIID Andel et al.,My first Science paper. Such a cool way to look...,frankie67,5/23/2007 0:00
Thanksgiving Proclamation by George Washington,"DDoS, Group-IB, алалалаллала, Сачков",,12/8/2009 0:00
Thanksgiving Proclamation by George Washington,This is soooo cool. How long does it take 2...,karenmatterson,12/13/2009 0:00
the (in King James Bible),I'm speechless. This is beautiful.,,6/17/2008 0:00
"The 109th Senate, Compared According To Economic & Social Policy",Note the similarity between Obama & Clinton.,Belarius,2/22/2008 0:00
"The 109th Senate, Compared According To Economic & Social Policy","While McCain isn't in the center of the cluster of Republicans,...",,2/23/2008 0:00
The 2007 International Privacy Ranking,America is in poor company. How did it come to...,Belarius,12/30/2007 0:00
The 2007 International Privacy Ranking,If I understand the map correctly Ireland has a reasonable Privacy...,colm,1/14/2008 0:00
The 2007 International Privacy Ranking,"""Belarius says: America is in poor company. How did...",randerman,3/7/2008 0:00
The Age of Female Actor Oscar Winners From 1928-1996,asfdghjkl;,,3/5/2008 0:00
The Alchemist,"Fashion in ""The Alchemist"".",,9/23/2007 0:00
The Beatles White Album Lyrics,"Julia was written by John Lennon for his mother, who died...",Yanivcv,2/15/2009 0:00
"The Buck Stops Here: Salary comparison , Canada (2008)",There are specialized websites for salary comparison. I recall ...,danysalibi,1/30/2010 0:00
The Cheshire Cat,very cool.,,9/1/2008 0:00
The Cluetrain Manifesto - 95 Theses: We,What we want.,,9/10/2007 0:00
The Cluetrain Manifesto - 95 Theses: We,What you want.,,9/10/2007 0:00
The Coalition of the Willing (map),"Coalition of the willing applies to Afghanistan, not Iraq.",,1/29/2008 0:00
The Coalition of the Willing (map),"Coalition of the willing applies to Afghanistan, not Iraq.",,1/29/2008 0:00
The Coalition of the Willing (text),Many times the left tries to falsely paint President George Bush...,cgreen,8/28/2007 0:00
The common plea: Overhaulin thread,"Also, the ""has a"" string for this dataset is pretty fun....",gusandrews,4/3/2009 0:00
The Complete Grimm Fairy Tales Tag Cloud,I'm really excited to present this visualization. I've always wondered...,michaeljpastor,4/29/2007 0:00
The Complete Works of H.P. Lovecraft,"If you look at the 2-word tag cloud, you immediately get...",Fernanda B. Viegas,5/16/2007 0:00
The Complete Works of H.P. Lovecraft,"The highlighted words are the ones that scream ""Lovecraft"" to me....",Martin Wattenberg,7/7/2007 0:00
"The Cost of Bailing out A.I.G. compared to Federal Spending, 2008",This graphs show the cost of the A.I.G bailout compared to...,Milton,9/17/2008 0:00
"The Cost of Bailing out A.I.G. compared to Federal Spending, 2008",Unless failing to act causes a complete meltdown of financial markets....,,9/17/2008 0:00
"The Cost of Bailing out A.I.G. compared to Federal Spending, 2008",I wish this also included a box for the cost of...,,9/19/2008 0:00
